rowid,StockTakeID,DocNum,Inspector,SEQ,Location,SKU,Barcode,IBC,SBC,ProductName,QNT,SalePrice,DateTime
0064,470564,Q001040CC205B0000470564202102181211F08001,20029445,0064,F08001,8850109075315,8850109075315,8850109075315,8850109075315,เปปเปอร์มิ้นท์ยาดมแบล็ค 1ชิ้น,14,18.98,18 Feb 12:32AM
0065,470564,Q001040CC205B0000470564202102181211F08001,20029445,0065,F08001,8851447010006,8851447010006,8851447010006,8851447010006,โป๊ยเซียนยาดม 2มล,8,18.5,18 Feb 12:32AM
0066,470564,Q001040CC205B0000470564202102181211F08001,20029445,0066,F08001,8850109011412,8850109011412,8850109011412,8850109011412,เซียงเพียวอิ๊วยาดมชนิดหลอด,12,15.31,18 Feb 12:32AM
0067,470564,Q001040CC205B0000470564202102181211F08001,20029445,0067,F08001,8850172241303,8850172241303,8850172241303,8850172241303,วาเป๊กซ์ยาดมสูตรน้ำ 5มล,7,22.28,18 Feb 12:32AM
0068,470564,Q001040CC205B0000470564202102181211F08001,20029445,0068,F08001,8850109001314,8850109001314,8850109001314,8850109001314,เซียงเพียวยาหม่องขาว 12ก,10,22.68,18 Feb 12:33AM
0069,470564,Q001040CC205B0000470564202102181211F08001,20029445,0069,F08001,8850109001314,8850109001314,8850109001314,8850109001314,เซียงเพียวยาหม่องขาว 12ก,1,22.68,18 Feb 12:33AM
0070,470564,Q001040CC205B0000470564202102181211F08001,20029445,0070,F08001,8850172241303,8850172241303,8850172241303,8850172241303,วาเป๊กซ์ยาดมสูตรน้ำ 5มล,3,22.28,18 Feb 12:33AM
0071,470564,Q001040CC205B0000470564202102181211F08001,20029445,0071,F08001,8850109001130,8850109001130,8850109001130,8850109001130,เซียงเพียวอิ๊วยาหม่องน้ำ 3ซีซี,7,16.21,18 Feb 12:33AM
0072,470564,Q001040CC205B0000470564202102181211F08001,20029445,0072,F08001,8850172242010,8850172242010,8850172242010,8850172242010,แซมบัคยาหม่องชนิดขี้ผึ้ง 8ก,3,13.88,18 Feb 12:33AM
0073,470564,Q001040CC205B0000470564202102181211F08001,20029445,0073,F08001,8850172242140,8850172242140,8850172242140,8850172242140,แซมบัคยาหม่องชนิดขี้ผึ้ง 18ก,2,27.38,18 Feb 12:33AM
0074,470564,Q001040CC205B0000470564202102181211F08001,20029445,0074,F08001,8850109001130,8850109001130,8850109001130,8850109001130,เซียงเพียวอิ๊วยาหม่องน้ำ 3ซีซี,1,16.21,18 Feb 12:33AM
0075,470564,Q001040CC205B0000470564202102181211F08001,20029445,0075,F08001,4987176600776,4987176600776,4987176600776,4987176600776,วิคส์วาโปรับตลับ 10ก,39,35.9,18 Feb 12:34AM
0076,470564,Q001040CC205B0000470564202102181211F08001,20029445,0076,F08001,8858798010112,8858798010112,8858798010112,8858798010112,เปรมายาดมสมุนไพร 8ก,8,35.33,18 Feb 12:34AM
0077,470564,Q001040CC205B0000470564202102181211F08001,20029445,0077,F08001,8857126144802,8857126144802,8857126144802,8857126144802,โอสถทิพย์ยาหม่องเสลดพังพอน 6ก,1,7,18 Feb 12:34AM
0078,470564,Q001040CC205B0000470564202102181211F08001,20029445,0078,F08001,8855073000042,8855073000042,8855073000042,8855073000042,เฌอเอมพิมเสนน้ำ 6ซีซี,1,15.42,18 Feb 12:34AM
0079,470564,Q001040CC205B0000470564202102181211F08001,20029445,0079,F08001,8855073002336,8855073002336,8855073002336,8855073002336,เฌอเอมยาดมสมุนไพร 6ก,4,22.43,18 Feb 12:34AM
0080,470564,Q001040CC205B0000470564202102181211F08001,20029445,0080,F08001,8859466920177,8859466920177,8859466920177,8859466920177,โพธิ์คู่ยาหม่องสมุนไพร 50ก,10,62.15,18 Feb 12:34AM
0081,470564,Q001040CC205B0000470564202102181211F08001,20029445,0081,F08001,8857102910506,8857102910506,8857102910506,8857102910506,กรีนเฮิร์บยาหม่องเสลดพังพอน10ก,5,14,18 Feb 12:35AM
0082,470564,Q001040CC205B0000470564202102181211F08001,20029445,0082,F08001,8851990201104,8851990201104,8851990201104,8851990201104,ตราเสือยาหม่องเอชอาร์ 10ก,6,37.68,18 Feb 12:35AM
